순위,상품번호,구분,도서명,저자,출판사,출간일,할인율,판매가,정가,포인트,판매지수,평점,배송정보,출간연도,출간월,평점_수치,종이책_리뷰_수,eBook_리뷰_수,종이책_한줄평_수,eBook_한줄평_수,총_리뷰_수
89,1387488,도서,인간 실격,다자이 오사무 저,민음사,2004년 05월,10,8100,9000.0,450,120495,리뷰 총점9.1 정보 더 보기/감추기 종이책 리뷰 (394건) eBook 리뷰 (52건) 종이책 한줄평 (548건) eBook 한줄평 (120건),,2004,5,9.1,394.0,52.0,548.0,120.0,1114.0
90,191857122,도서,기초생활보장 현장 노하우,이정은 저,지식터,2026년 06월,0,15000,15000.0,0,2826,,,2026,6,,0.0,0.0,0.0,0.0,0.0
91,190424644,도서,세상이 그대를 속일지라도,김상욱 저,동아시아,2026년 06월,10,16200,18000.0,900,27903,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (0건),,2026,6,10.0,4.0,0.0,4.0,0.0,8.0
92,189856942,도서,2027 공단기 심슨 보카,심우철 저,공단기(에스티유니타스),2026년 05월,10,23400,26000.0,260,32394,,,2026,5,,0.0,0.0,0.0,0.0,0.0
93,147561000,도서,"큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성 저,이투스북,2025년 06월,10,17730,19700.0,980,114525,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (48건) eBook 리뷰 (0건) 종이책 한줄평 (60건) eBook 한줄평 (0건),,2025,6,9.8,48.0,0.0,60.0,0.0,108.0
94,97255028,도서,긴긴밤,루리 글그림,문학동네,2021년 02월,10,11250,12500.0,620,272778,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (654건) eBook 리뷰 (44건) 종이책 한줄평 (909건) eBook 한줄평 (146건),,2021,2,9.8,654.0,44.0,909.0,146.0,1753.0
95,2950700,도서,브람스를 좋아하세요...,프랑수아즈 사강 저/김남주 역,민음사,2008년 05월,10,9000,10000.0,500,111264,리뷰 총점9.1 정보 더 보기/감추기 종이책 리뷰 (261건) eBook 리뷰 (95건) 종이책 한줄평 (369건) eBook 한줄평 (204건),,2008,5,9.1,261.0,95.0,369.0,204.0,929.0
96,192468298,만화,향기로운 꽃은 늠름하게 핀다 21 일반판,미카미 사카 글그림,대원,2026년 06월,10,6300,7000.0,350,18180,,,2026,6,,0.0,0.0,0.0,0.0,0.0
97,192028694,도서,어른이 된 당신을 위한 어린 왕자의 말,김종원 저/찬H 그림/김문주 역,오아시스,2026년 07월,10,17100,19000.0,950,4512,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,7,10.0,3.0,0.0,2.0,0.0,5.0
98,191949148,도서,우리는 왜 AI에게 속마음을 털어놓을까?,이모란 저,아날로그(글담),2026년 07월,10,17100,19000.0,950,1740,,,2026,7,,0.0,0.0,0.0,0.0,0.0
99,189341416,도서,나를 이기는 심리학,스티브 매그니스 저/이은경 역,상상스퀘어,2026년 05월,10,19800,22000.0,1100,16731,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,10.0,0.0,0.0,2.0,0.0,2.0
100,180953250,도서,마음의 주인은 언제나 나야,손원우 글/김서희 그림,페이지2북스,2026년 03월,10,16920,18800.0,940,78123,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (47건) eBook 리뷰 (1건) 종이책 한줄평 (14건) eBook 한줄평 (0건),,2026,3,9.9,47.0,1.0,14.0,0.0,62.0
101,117014613,도서,세이노의 가르침,세이노(SayNo) 저,데이원,2023년 03월,10,6480,7200.0,360,155697,"리뷰 총점9.0 정보 더 보기/감추기 종이책 리뷰 (698건) eBook 리뷰 (21건) 종이책 한줄평 (1,493건) eBook 한줄평 (634건)",,2023,3,9.0,698.0,21.0,1493.0,634.0,2846.0
102,90428162,도서,돈의 속성 400쇄 리커버,김승호 저,스노우폭스북스,2020년 06월,10,16020,17800.0,890,138945,"리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (528건) eBook 리뷰 (53건) 종이책 한줄평 (1,063건) eBook 한줄평 (235건)",,2020,6,9.5,528.0,53.0,1063.0,235.0,1879.0
103,192492742,만화,시온 군이 말하는 대로 1,Neko Inukai 글그림/박소현 역,서울미디어코믹스(서울문화사),2026년 06월,10,5850,6500.0,320,2700,,,2026,6,,0.0,0.0,0.0,0.0,0.0
104,4827613,도서,이방인,알베르 까뮈 저/김화영 역,민음사,2011년 03월,10,9000,10000.0,500,109443,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (247건) eBook 리뷰 (32건) 종이책 한줄평 (377건) eBook 한줄평 (65건),,2011,3,9.3,247.0,32.0,377.0,65.0,721.0
105,192565120,도서,Re : 제로부터 시작하는 이세계 생활 42,나가츠키 탓페이 저/오츠카 신이치로 그림,미스터블루,2026년 07월,10,7200,8000.0,400,1620,,,2026,7,,0.0,0.0,0.0,0.0,0.0
106,192468921,도서,주식 투자의 그릇,후지모토 시게루 저/박선영 역,다산북스,2026년 06월,10,18000,20000.0,1000,4320,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,6,10.0,3.0,0.0,2.0,0.0,5.0
107,184276313,도서,제미나이 주식투자,조성호 저,길벗,2026년 04월,10,18000,20000.0,1000,79020,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (77건) eBook 리뷰 (0건) 종이책 한줄평 (27건) eBook 한줄평 (0건),,2026,4,9.7,77.0,0.0,27.0,0.0,104.0
108,155514750,도서,2026 한 권으로 끝내는 시나공 컴활 2급 필기+실기 (컴퓨터활용능력 2급),길벗알앤디 저,길벗,2025년 10월,10,24300,27000.0,1350,91527,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (20건) eBook 리뷰 (1건) 종이책 한줄평 (30건) eBook 한줄평 (2건),,2025,10,9.8,20.0,1.0,30.0,2.0,53.0
109,192465044,도서,"강남 아파트는 못 샀어도, 좋은 주식은 살 수 있다.",채부심(채상욱) 저,커넥티드그라운드,2026년 06월,10,19800,22000.0,1100,23640,,,2026,6,,0.0,0.0,0.0,0.0,0.0
110,192161420,도서,멋진 신세계 대본집 세트,강현주 저,김영사,2026년 07월,10,49500,55000.0,2750,15180,,,2026,7,,0.0,0.0,0.0,0.0,0.0
111,183023638,도서,사랑이 있으니 살아집디다,"유시민, 김세라 저/4.9통일평화재단 편",도서출판은빛,2026년 03월,10,16200,18000.0,900,135711,리뷰 총점8.9 정보 더 보기/감추기 종이책 리뷰 (40건) eBook 리뷰 (0건) 종이책 한줄평 (95건) eBook 한줄평 (0건),,2026,3,8.9,40.0,0.0,95.0,0.0,135.0
112,169743378,도서,만능문장으로 끝내는 토익스피킹 시계토끼 올인원 기본서,시계토끼제니쌤 저,시계토끼,2025년 12월,10,19980,22200.0,1110,55824,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (13건) eBook 리뷰 (0건) 종이책 한줄평 (7건) eBook 한줄평 (0건),,2025,12,9.9,13.0,0.0,7.0,0.0,20.0
113,13137546,도서,소년이 온다,한강 저,창비,2014년 05월,10,13500,15000.0,750,278988,"리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (1,636건) eBook 리뷰 (0건) 종이책 한줄평 (2,054건) eBook 한줄평 (2건)",,2014,5,9.7,1636.0,0.0,2054.0,2.0,3692.0
114,192022747,도서,마법천자문 71,알에스미디어 글/정수영 그림/강용철 감수,아울북,2026년 06월,10,14310,15900.0,790,24672,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,6,9.3,1.0,0.0,2.0,0.0,3.0
115,191699911,만화,장송의 프리렌 15,야마다 카네히토 원저/아베 츠카사 글그림,학산문화사,2026년 06월,10,6300,7000.0,350,18921,,,2026,6,,0.0,0.0,0.0,0.0,0.0
116,188691858,도서,포켓몬 생태도감,주식회사 포켓몬 글/기노시타 치히로 그림/이선희 역/요네하라 요시나리 기획,대원씨아이(단행)(대원키즈),2026년 04월,10,13500,15000.0,750,60912,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (18건) eBook 리뷰 (0건) 종이책 한줄평 (13건) eBook 한줄평 (0건),,2026,4,9.9,18.0,0.0,13.0,0.0,31.0
117,167573138,도서,혼자 공부하는 바이브 코딩 with 클로드 코드,조태호 저,한빛미디어,2025년 12월,10,27000,30000.0,1500,77022,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (47건) eBook 리뷰 (0건) 종이책 한줄평 (120건) eBook 한줄평 (1건),,2025,12,9.9,47.0,0.0,120.0,1.0,168.0
118,155513709,도서,2026 한 권으로 끝내는 시나공 컴활 1급 필기+실기(컴퓨터활용능력 1급),길벗알앤디 저,길벗,2025년 10월,10,36000,40000.0,2000,46998,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (14건) eBook 리뷰 (1건) 종이책 한줄평 (45건) eBook 한줄평 (1건),,2025,10,9.8,14.0,1.0,45.0,1.0,61.0
119,147625638,도서,이병한의 아메리카 탐문,이병한 저,서해문집,2025년 06월,10,16650,18500.0,920,63003,리뷰 총점8.7 정보 더 보기/감추기 종이책 리뷰 (14건) eBook 리뷰 (1건) 종이책 한줄평 (15건) eBook 한줄평 (4건),,2025,6,8.7,14.0,1.0,15.0,4.0,34.0
120,124043812,도서,ETS 토익 정기시험 기출문제집 1000 Vol. 4 RC,ETS 저,YBM(와이비엠),2023년 12월,10,17820,19800.0,990,202800,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (260건) eBook 리뷰 (0건) 종이책 한줄평 (335건) eBook 한줄평 (0건),,2023,12,9.8,260.0,0.0,335.0,0.0,595.0
121,19427515,도서,수박 수영장,안녕달 글그림,창비,2015년 07월,10,12600,14000.0,700,57408,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (254건) eBook 리뷰 (0건) 종이책 한줄평 (514건) eBook 한줄평 (0건),,2015,7,9.7,254.0,0.0,514.0,0.0,768.0
122,191941665,도서,2026 스티마 면접 지방직(공통편),스티마 편저,(주)박영사,2026년 06월,0,29000,29000.0,870,6420,,,2026,6,,0.0,0.0,0.0,0.0,0.0
123,180510407,도서,다있소 과학 1,윤자영 글/노이신 그림,다른어린이,2026년 03월,10,13050,14500.0,720,47166,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (77건) eBook 리뷰 (0건) 종이책 한줄평 (13건) eBook 한줄평 (0건),,2026,3,10.0,77.0,0.0,13.0,0.0,90.0
124,149658696,도서,다크 심리학,다크 사이드 프로젝트 저,어센딩,2025년 07월,10,19710,21900.0,1090,279366,리뷰 총점9.1 정보 더 보기/감추기 종이책 리뷰 (122건) eBook 리뷰 (0건) 종이책 한줄평 (140건) eBook 한줄평 (0건),,2025,7,9.1,122.0,0.0,140.0,0.0,262.0
125,124043802,도서,ETS 토익 정기시험 기출문제집 1000 Vol. 4 LC,ETS 저,YBM(와이비엠),2023년 12월,10,17820,19800.0,990,194928,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (223건) eBook 리뷰 (0건) 종이책 한줄평 (285건) eBook 한줄평 (0건),,2023,12,9.8,223.0,0.0,285.0,0.0,508.0
126,116020437,도서,해커스 토익 RC Reading(리딩) 기본서,David Cho 저,해커스어학연구소,2024년 08월,10,16920,18800.0,940,136758,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (228건) eBook 리뷰 (4건) 종이책 한줄평 (308건) eBook 한줄평 (5건),,2024,8,9.7,228.0,4.0,308.0,5.0,545.0
127,6111280,도서,불안,알랭 드 보통 저/정영목 역,은행나무,2011년 12월,10,16200,18000.0,900,71166,리뷰 총점9.0 정보 더 보기/감추기 종이책 리뷰 (169건) eBook 리뷰 (1건) 종이책 한줄평 (224건) eBook 한줄평 (3건),,2011,12,9.0,169.0,1.0,224.0,3.0,397.0
128,1441810,도서,고래,천명관 저,문학동네,2004년 12월,10,13500,15000.0,750,28713,리뷰 총점9.0 정보 더 보기/감추기 종이책 리뷰 (308건) eBook 리뷰 (18건) 종이책 한줄평 (232건) eBook 한줄평 (55건),,2004,12,9.0,308.0,18.0,232.0,55.0,613.0
129,189497782,도서,내 몸을 바꾸는 집밥테라피,"박용우, 김영아 저",루미너스,2026년 06월,10,21600,24000.0,1200,25623,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (17건) eBook 리뷰 (0건) 종이책 한줄평 (5건) eBook 한줄평 (0건),,2026,6,9.9,17.0,0.0,5.0,0.0,22.0
130,190215128,도서,리치먼드힐의 이층 버스,이경진 저,북플레저,2026년 06월,10,17100,19000.0,950,48180,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (28건) eBook 리뷰 (0건) 종이책 한줄평 (27건) eBook 한줄평 (0건),,2026,6,9.9,28.0,0.0,27.0,0.0,55.0
131,170736476,도서,빅터 프랭클의 죽음의 수용소에서,빅터 프랭클 저/이시형 역,청아출판사,2026년 01월,10,10800,12000.0,600,57534,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (17건) eBook 리뷰 (33건) 종이책 한줄평 (19건) eBook 한줄평 (165건),,2026,1,9.5,17.0,33.0,19.0,165.0,234.0
132,162000217,도서,이병한의 테크노-차이나 탐문,이병한 저,서해문집,2025년 11월,10,16200,18000.0,900,42984,리뷰 총점9.4 정보 더 보기/감추기 종이책 리뷰 (6건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (1건),,2025,11,9.4,6.0,0.0,3.0,1.0,10.0
133,191889420,도서,영혼의 왈츠 2,베르나르 베르베르 저/전미연 역,열린책들,2026년 06월,10,16200,18000.0,900,6636,,,2026,6,,0.0,0.0,0.0,0.0,0.0
134,191889414,도서,영혼의 왈츠 1,베르나르 베르베르 저/전미연 역,열린책들,2026년 06월,10,16200,18000.0,900,7548,,,2026,6,,0.0,0.0,0.0,0.0,0.0
135,192469355,도서,하루 1시간으로 월 300 더 버는 40대 임부장 이야기,사장썸머(임선영) 저,모티브,2026년 06월,10,17820,19800.0,990,1440,리뷰 총점7.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,7.0,1.0,0.0,1.0,0.0,2.0
136,189115273,도서,염승환의 ETF 완전 정복,염승환 저,한스미디어,2026년 05월,10,21600,24000.0,1200,45249,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (26건) eBook 리뷰 (0건) 종이책 한줄평 (7건) eBook 한줄평 (1건),,2026,5,9.8,26.0,0.0,7.0,1.0,34.0
137,188907535,도서,다있소 과학 2,윤자영 글/노이신 그림,다른어린이,2026년 05월,10,13050,14500.0,720,20232,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (69건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,10.0,69.0,0.0,2.0,0.0,71.0
138,186506535,도서,생각하라 그리고 부자가 되어라,나폴레온 힐 저,하이스트,2026년 04월,10,16920,18800.0,940,52854,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (41건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (0건),,2026,4,10.0,41.0,0.0,6.0,0.0,47.0
139,182962409,도서,2026 황철곤 지방자치론,황철곤 저,사피엔스넷,2026년 03월,10,27000,30000.0,300,8838,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (5건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (0건),,2026,3,9.5,5.0,0.0,6.0,0.0,11.0
140,153497469,도서,절창 切創,구병모 저,문학동네,2025년 09월,10,16200,18000.0,900,276537,리뷰 총점9.1 정보 더 보기/감추기 종이책 리뷰 (164건) eBook 리뷰 (17건) 종이책 한줄평 (219건) eBook 한줄평 (39건),,2025,9,9.1,164.0,17.0,219.0,39.0,439.0
141,142687238,도서,어른의 품격을 채우는 100일 필사 노트,김종원 저,청림Life,2025년 03월,10,18000,20000.0,1000,240105,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (133건) eBook 리뷰 (0건) 종이책 한줄평 (136건) eBook 한줄평 (0건),,2025,3,9.8,133.0,0.0,136.0,0.0,269.0
142,129775130,도서,행복할 거야 이래도 되나 싶을 정도로,일홍 저,부크럼,2024년 07월,10,16200,18000.0,900,127107,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (228건) eBook 리뷰 (0건) 종이책 한줄평 (75건) eBook 한줄평 (1건),,2024,7,9.8,228.0,0.0,75.0,1.0,304.0
143,192566390,만화,코믹 약사의 혼잣말 21,휴우가 나츠 원저/쿠라타 미노지 글그림/유유리 역,서울미디어코믹스(서울문화사),2026년 06월,10,5400,6000.0,300,1200,,,2026,6,,0.0,0.0,0.0,0.0,0.0
144,192491745,도서,정재승의 인간 탐구 보고서 특별편,정재은 글/김기수 그림/정재승 기획,아울북,2026년 06월,10,15210,16900.0,840,3180,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (7건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,7.0,0.0,0.0,0.0,7.0
145,191538306,도서,아무도 만만하게 보지 않는 대화법,나이토 요시히토 저/황정원 역,포텐업,2026년 06월,10,15210,16900.0,840,3102,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,3.0,0.0,0.0,0.0,3.0
146,191535504,도서,윗집 부부,황보름 저,클레이하우스,2026년 06월,10,16200,18000.0,900,4422,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (51건) eBook 리뷰 (0건) 종이책 한줄평 (8건) eBook 한줄평 (0건),,2026,6,9.8,51.0,0.0,8.0,0.0,59.0
147,190213249,도서,몸이 마음을 만든다,윤대현 저,웅진지식하우스,2026년 06월,10,17100,19000.0,950,5607,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (10건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,9.8,10.0,0.0,1.0,0.0,11.0
148,189629407,도서,엄마의 마음,김종원 저,퍼스트펭귄,2026년 05월,10,17820,19800.0,990,31899,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (30건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (0건),,2026,5,10.0,30.0,0.0,3.0,0.0,33.0
149,187571392,도서,김약국의 딸들 (한국문학의 거장 박경리 탄생 100주년 기념 특별판),박경리 저,다산책방,2026년 05월,10,19800,22000.0,1100,7209,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (16건) eBook 리뷰 (0건) 종이책 한줄평 (10건) eBook 한줄평 (0건),,2026,5,10.0,16.0,0.0,10.0,0.0,26.0
150,172506508,도서,돈의 방정식,모건 하우절 저/박영준 역,서삼독,2026년 01월,10,25200,28000.0,1400,144204,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (72건) eBook 리뷰 (4건) 종이책 한줄평 (112건) eBook 한줄평 (11건),,2026,1,9.3,72.0,4.0,112.0,11.0,199.0
151,166390503,도서,최소한의 삼국지 (10만 부 기념 도원결의 에디션),최태성 저/이성원 감수,프런트페이지,2025년 11월,10,17550,19500.0,970,317736,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (100건) eBook 리뷰 (6건) 종이책 한줄평 (135건) eBook 한줄평 (51건),,2025,11,9.7,100.0,6.0,135.0,51.0,292.0
152,160067656,도서,운명을 보는 기술,박성준 저,페이지2북스,2025년 10월,10,16920,18800.0,940,125925,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (70건) eBook 리뷰 (2건) 종이책 한줄평 (59건) eBook 한줄평 (7건),,2025,10,9.3,70.0,2.0,59.0,7.0,138.0
153,148193210,도서,ETS 토익 단기공략 650+ (LC+RC),ETS 저,YBM(와이비엠),2025년 07월,10,17550,19500.0,970,56166,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (10건) eBook 리뷰 (0건) 종이책 한줄평 (8건) eBook 한줄평 (0건),,2025,7,9.8,10.0,0.0,8.0,0.0,18.0
154,119410542,도서,여덟 단어,박웅현 저,인티앤,2023년 06월,10,15300,17000.0,850,100206,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (72건) eBook 리뷰 (1건) 종이책 한줄평 (63건) eBook 한줄평 (8건),,2023,6,9.8,72.0,1.0,63.0,8.0,144.0
155,116020471,도서,해커스 토익 LC Listening(리스닝) 기본서,David Cho 저,해커스어학연구소,2024년 08월,10,16920,18800.0,940,117252,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (160건) eBook 리뷰 (3건) 종이책 한줄평 (231건) eBook 한줄평 (2건),,2024,8,9.7,160.0,3.0,231.0,2.0,396.0
156,23030284,도서,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,2015년 11월,10,24120,26800.0,1340,125763,"리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (607건) eBook 리뷰 (54건) 종이책 한줄평 (1,551건) eBook 한줄평 (128건)",,2015,11,9.5,607.0,54.0,1551.0,128.0,2340.0
